"Alpha","Fold","Lambda","MAE","RMSE","R2"
0,3,43.5708264812431,125.056120621737,146.342670686846,0.244807276329819
0,3,38.7759892770118,125.048779280996,146.294199601436,0.245307457838727
0,3,34.5088093533919,125.076299788578,146.271301584648,0.245543688805318
0,3,30.7112196282441,125.12324834742,146.270183406605,0.245555223716784
0,3,27.3315431255683,125.169441390619,146.28747844877,0.245376801493989
0,3,24.3237897637187,125.215221973213,146.32027024297,0.245038450975468
0,3,21.6470305299413,125.260942855168,146.366093657694,0.244565511263363
0,3,19.2648405251046,125.306960132227,146.422919401302,0.243978811724035
0,3,17.1448032996662,125.353627549456,146.48912697592,0.24329496187468
0,3,15.2580697359626,125.401291459822,146.563470421998,0.242526709153451
0,3,13.5789654741639,125.450286373803,146.6450403028,0.241683331200645
0,3,12.0846415398102,125.50093104061,146.733224506329,0.240771037709563
0,3,10.7547634187279,125.553695207693,146.827669662074,0.239793364458941
0,3,9.57123434830684,125.610910502453,146.928244319074,0.238751548459297
0,4,95712.3434830683,129.574347923117,163.831922818724,0.00105708099037571
0,4,85179.4905973343,129.56871530962,163.81931736765,0.00121079513163436
0,4,75805.7462014279,129.562389346207,163.805162826421,0.00138338518324654
0,4,67463.5539242722,129.555285120765,163.78927016106,0.00157715086815491
0,4,60039.394586257,129.547307436317,163.771427618977,0.0017946673314666
0,4,53432.2414489247,129.538349595196,163.751398090179,0.00203881687724172
0,4,47552.1854597398,129.528292047257,163.728916185957,0.00231282403495126
0,4,42319.2117844982,129.517000889067,163.703685011422,0.00262029421488075
0,4,37662.110978632,129.50432620027,163.675372608009,0.00296525620761023
0,4,33517.5099808067,129.490100201681,163.643608040435,0.00335220879363085
0,4,29829.0097427323,129.474135226574,163.607977118036,0.00378617153117589
0,4,26546.4177601956,129.456221475983,163.568017703262,0.00427274022950208
0,4,23625.0650617232,129.436124561884,163.523214627153,0.00481814678294201
0,4,21025.1983605694,129.413585163048,163.47299417783,0.00542932367751958
0,4,18711.439098532,129.388529068259,163.416718171155,0.00611397293486426
0,4,16652.3020203549,129.360437833728,163.353677613645,0.00688063922029025
0,4,14819.766727556,129.328952442227,163.283085985243,0.00773878659867355
0,4,13188.8963814564,129.293673639407,163.204072190442,0.00869887813202341
0,4,11737.4983667829,129.254158000486,163.115673253255,0.0097724571449892
0,4,10445.8222982125,129.20991376432,163.016826865744,0.0109722285246511
0,4,9296.29126037878,129.160396464828,162.906363942646,0.0123121378536029
0,4,8273.26262410027,129.105004405811,162.783001387516,0.0138074454853858
0,4,7362.81518405712,129.043074045375,162.645335340183,0.0154747918447955
0,4,6552.55972132006,128.97387538109,162.491835252423,0.0173322492617759
0,4,5831.4704128981,128.896607457323,162.320839229841,0.0193993545218022
0,4,5189.73479415388,128.8103941525,162.130551183289,0.0216971150430191
0,4,4618.62023239971,128.715295504262,161.91904045253,0.0242479801910614
0,4,4110.3550946691,128.609747679656,161.684244696394,0.027075767758069
0,4,3658.02299261441,128.492930504333,161.423976983653,0.0302055341338699
0,4,3255.4686654324,128.363096008318,161.13593816075,0.0336633752941139
0,4,2897.21422008824,128.218977596327,160.817735706275,0.0374761445798041
0,4,2578.3845890486,128.059229967265,160.46691039302,0.0416710725599831
0,4,2294.64119116496,127.882435370937,160.080972146447,0.0462752743327397
0,4,2042.12289297532,127.68734024093,159.657446487217,0.0513151307726457
0,4,1817.39346703557,127.473789536127,159.193932842325,0.0568155328752534
0,4,1617.39483230184,127.240358026758,158.688175765849,0.062798982915609
0,4,1439.40544026699,126.999140280384,158.138149683906,0.0692845530537857
0,4,1281.00324057642,126.74133264322,157.542157126579,0.0762867116366196
0,4,1140.03272216542,126.45973825843,156.89893949583,0.0838140399408505
0,4,1014.57558141935,126.153086745145,156.207798221388,0.0918678773662461
0,4,902.924618213772,125.820239915124,155.46872268201,0.100440950575105
0,4,803.560504616077,125.460240159417,154.682519564018,0.109516060678092
0,4,715.131110121055,125.072362682028,153.850936494971,0.119064920512577
0,4,636.433102081484,124.65616994425,152.976770997465,0.129047248893866
0,4,566.395570955507,124.236286414297,152.063954298124,0.139410237423085
0,4,504.065457545829,123.827718437783,151.11759860547,0.150088504722147
0,4,448.594583927009,123.404549260208,150.14399648009,0.161004639785004
0,4,399.228111579834,122.988019169648,149.150562191627,0.172070408346698
0,4,355.294269672978,122.562214456004,148.145707736197,0.183188653317599
0,4,316.195213716086,122.136185070723,147.138650552883,0.194255864313521
0,4,281.398890190334,121.720087510426,146.139155755704,0.205165326790033
0,4,250.431796451709,121.34503791191,145.157222408965,0.215810695542078
0,4,222.872537384956,120.987998499206,144.202730235788,0.226089779472605
0,4,198.346091128197,120.654954529285,143.285069153765,0.23590828407765
0,4,176.518705837153,120.322547419238,142.412778106733,0.245183243087252
0,4,157.093358044976,119.989603188548,141.593220896192,0.253845885854893
0,4,139.805710815793,119.674869795158,140.832324590485,0.261843732412107
0,4,124.420516691185,119.406085332597,140.134400651965,0.269141778477679
0,4,110.728416481486,119.16286330998,139.502060839716,0.275722718607881
0,4,98.5430903403902,118.952340519761,138.936230404344,0.281586244939048
0,4,87.6987223551414,118.797860818218,138.436070260197,0.286749407349245
0,4,78.0477441508835,118.659512672013,137.999812505791,0.291237700257629
0,4,69.4588268045008,118.527418146205,137.624104664502,0.295091691964261
0,4,61.8150937422454,118.403455862442,137.304808072558,0.298358761015228
0,4,55.0125303025558,118.289487672817,137.037150577392,0.301091607650867
0,4,48.9585683216614,118.222259702745,136.815986845842,0.30334571837742
0,4,43.5708264812431,118.17841952875,136.636032801772,0.305177131670652
0,4,38.7759892770118,118.149571909909,136.492063428401,0.306640589147845
0,4,34.5088093533919,118.134735992804,136.379069078211,0.307788103003833
0,4,30.7112196282441,118.120878538389,136.292369808763,0.308667932877474
0,4,27.3315431255683,118.109260707284,136.227690596725,0.309323937368998
0,4,24.3237897637187,118.098044881147,136.181202470106,0.309795247681806
0,4,21.6470305299413,118.087261608743,136.149535726843,0.310116202337831
0,4,19.2648405251046,118.076942049471,136.129771673621,0.310316480809154
0,4,17.1448032996662,118.067116665832,136.119418962462,0.310421378109345
0,4,15.2580697359626,118.057813970588,136.116379858566,0.310452169861141
0,4,13.5789654741639,118.05177699974,136.118910840015,0.310426526378791
0,4,12.0846415398102,118.047674510093,136.125984432855,0.310354855386201
0,4,10.7547634187279,118.042993716239,136.13568382789,0.310256573209871
0,4,9.57123434830684,118.039246680055,136.147337487253,0.310138479573307
0,5,95712.3434830683,125.89529148646,163.30730816963,-0.0056368822867876
0,5,85179.4905973343,125.88926926835,163.293686245807,-0.00546912325831994
0,5,75805.7462014279,125.88250573783,163.27839001798,-0.00528076123655552
0,5,67463.5539242722,125.874910107957,163.26121509437,-0.00506928545937813
0,5,60039.394586257,125.86638059514,163.241932498565,-0.00483188430710424
