"Alpha","Fold","Lambda","MAE","RMSE","R2"
0.5,2,170.358981194669,119.39529388097,145.928808397749,0.0742769143754461
0.5,2,151.611492402856,118.48923803035,143.999988531042,0.0985867513219636
0.5,2,134.927107848544,117.783617381271,142.343153483874,0.119210379995943
0.5,2,120.078789172514,117.341954654414,140.941459559292,0.136471747489907
0.5,2,106.864482897849,116.937304232211,139.774275454004,0.150714867824921
0.5,2,95.1043709194795,116.591262094901,138.818547010384,0.162289400265444
0.5,2,84.6384235689963,116.287043504709,138.050068355747,0.171538608553101
0.5,2,75.324221957264,116.00433746635,137.444580743691,0.178789934916757
0.5,2,67.0350199616135,115.74265967559,136.978654272318,0.184348174809546
0.5,2,59.6580194854646,115.501331177248,136.630338809691,0.188491052807076
0.5,2,53.0928355203911,115.279519828512,136.379594978197,0.191466880146252
0.5,2,47.2501301234464,115.076279098643,136.208532384796,0.193493914036991
0.5,2,42.0503967211388,114.890583216977,136.101490779745,0.194761026788882
0.5,2,37.422878197064,114.7213580878,136.04500197395,0.195429315549695
0.5,2,33.3046040407098,114.567507730819,136.027668067955,0.195634328066654
0.5,2,29.6395334551121,114.43216399957,136.039986686252,0.19548863531917
0.5,2,26.3777927629127,114.315543122481,136.075359491828,0.195070206524103
0.5,2,23.4749967335658,114.189108224893,136.138462822439,0.194323480172391
0.5,2,20.8916445964251,114.087885563348,136.212880933464,0.193442416720523
0.5,2,18.5925825207576,113.95708747576,136.269072578639,0.192776824076411
0.5,2,16.5465252482005,113.76798436953,136.269414200959,0.192772776704627
0.5,2,14.7256303681142,113.814675937733,136.208428017162,0.193495149981598
0.5,2,13.1051194426401,113.874071809918,136.194237010231,0.1936631942043
0.5,2,11.6629408257962,113.886750740693,136.219047691298,0.193369384598279
0.5,2,10.3794695883078,113.963632401856,136.295218910467,0.19246702597704
0.5,2,9.23724046479941,114.051717695322,136.400929608685,0.191213893552612
0.5,2,8.22071018933821,114.112767868308,136.514691741422,0.189864231174517
0.5,2,7.31604598522883,114.169796299198,136.64327752298,0.188337347870785
0.5,2,6.51093733086481,114.305011070831,136.769182840621,0.18684090067101
0.5,2,5.79442844017649,114.425691237799,136.903163804023,0.185246956762592
0.5,2,5.15676917809721,114.533292298075,137.039681176309,0.183621232437664
0.5,2,4.58928238232991,114.629254746576,137.175132243476,0.182006604862955
0.5,2,4.08424578595065,114.717559215159,137.30863856247,0.180413598483412
0.5,2,3.63478693407114,114.83141477601,137.459299157788,0.178614045014025
0.5,2,3.23478966460367,114.970465746917,137.650031727868,0.176333024435503
0.5,2,2.87881088053398,115.140019519489,137.843017478982,0.174021838359705
0.5,2,2.56200648115284,115.331391750634,138.028155980149,0.171801587292005
0.5,2,2.28006544433084,115.522953234589,138.203141277246,0.169700357914487
0.5,2,2.02915116283871,115.692178325989,138.365241497468,0.167751477653486
0.5,2,1.80584923642754,115.844881781788,138.517329063662,0.165920899183255
0.5,2,1.60712100923215,115.98144525126,138.658125343979,0.164224433920077
0.5,2,1.43026222024211,116.103351554818,138.787639070556,0.162662391151049
0.5,2,1.27286620416297,116.218185851006,138.924776723881,0.161006807870577
0.5,2,1.13279114191101,116.325299156357,139.066421923034,0.159295091014523
0.5,2,1.00813091509166,116.490911155339,139.260513451874,0.156946751745298
0.5,2,0.897189167854018,116.680451132672,139.472142481025,0.154382491410481
0.5,2,0.798456223159667,116.854870253082,139.674793046238,0.151923371501875
0.5,2,0.710588539345956,117.289077707482,140.187554470139,0.145685178035683
0.5,2,0.632390427432172,117.726223818658,140.748844902793,0.138830379844106
0.5,2,0.562797780380668,119.080561884008,142.610870477574,0.11589411096245
0.5,2,0.500863592903419,120.579819746772,144.905598617169,0.0872131968114925
0.5,2,0.445745074769913,122.038972897906,147.365092103653,0.0559646400031606
0.5,2,0.396692182256393,123.45477706695,149.877697135377,0.0234982071144959
0.5,2,0.353037411674305,124.808677500259,152.365040886981,-0.0091824443890498
0.5,2,0.314186716089952,126.164164149993,154.668057731341,-0.0399208496342451
0.5,2,0.279611421631586,127.516211428898,156.899531766706,-0.0701442367688638
0.5,2,0.248841033382369,128.771069329048,159.015167314773,-0.0991984895733617
0.5,2,0.221456832962972,129.983466209504,160.991241411145,-0.126687615010758
0.5,2,0.19708618068078,131.267126055874,162.907855342858,-0.153673918458142
0.5,2,0.175397444710283,132.361289893966,164.491983587261,-0.176219831138018
0.5,2,0.156095488301767,133.473815978583,166.079641250005,-0.199034882886619
0.5,3,191.424686966137,133.967985122024,165.856824327017,0.0299758755577141
0.5,3,170.358981194669,132.267720778484,162.688078217018,0.0666870282306412
0.5,3,151.611492402856,130.643080405949,159.850028910562,0.0989657860305048
0.5,3,134.927107848544,129.129379553286,157.337370206626,0.127069600636672
0.5,3,120.078789172514,127.837952058346,155.137916326421,0.151304787838701
0.5,3,106.864482897849,126.902840565847,153.233895436226,0.172009167619361
0.5,3,95.1043709194795,126.180608973828,151.603382950915,0.189536186245585
0.5,3,84.6384235689963,125.658213281271,150.221744117455,0.204241211255155
0.5,3,75.324221957264,125.23673762129,149.062976129773,0.216470378308467
0.5,3,67.0350199616135,124.877296903057,148.100870859082,0.226552093158891
0.5,3,59.6580194854646,124.599793310901,147.30995323191,0.23479107418866
0.5,3,53.0928355203911,124.381365086155,146.666181457586,0.241464669244581
0.5,3,47.2501301234464,124.261542536454,146.147419899719,0.246821092363463
0.5,3,42.0503967211388,124.151963054257,145.73371187854,0.251079191876748
0.5,3,37.422878197064,124.052019166881,145.407388394419,0.254429368409457
0.5,3,33.3046040407098,123.973618286921,145.153051116761,0.257035296012721
0.5,3,29.6395334551121,123.92845578846,144.957465867665,0.259036150080051
0.5,3,26.3777927629127,123.890603915036,144.80939806841,0.260549102206222
0.5,3,23.4749967335658,123.887816031397,144.699415693393,0.261671897872397
0.5,3,20.8916445964251,123.902686310421,144.612895966058,0.262554566928003
0.5,3,18.5925825207576,123.826785574953,144.496858500102,0.263737545355131
0.5,3,16.5465252482005,123.778666265125,144.424990064923,0.264469753267665
0.5,3,14.7256303681142,123.76165217146,144.409302115422,0.264629536344831
0.5,3,13.1051194426401,123.740738424979,144.419893657379,0.264521662507998
0.5,3,11.6629408257962,123.743249513487,144.454765179595,0.264166443501542
0.5,3,10.3794695883078,123.782467875497,144.502772433041,0.263677276973785
0.5,3,9.23724046479941,123.849118698507,144.565673262601,0.263036107401003
0.5,3,8.22071018933821,123.929791843729,144.638631148707,0.26229207330367
0.5,3,7.31604598522883,124.088892531097,144.807920213619,0.260564195086804
0.5,3,6.51093733086481,124.309638193031,145.077548326194,0.257808015822498
0.5,3,5.79442844017649,124.524688674935,145.371459732422,0.254797768475966
0.5,3,5.15676917809721,124.757444723139,145.688181191388,0.2515470802181
0.5,3,4.58928238232991,124.972967631008,145.983016412989,0.24851466440424
0.5,3,4.08424578595065,125.20703752902,146.285067227257,0.245401677836293
0.5,3,3.63478693407114,125.409000841055,146.562056846106,0.242541320445278
0.5,3,3.23478966460367,125.555265834651,146.769572175993,0.240394849950074
0.5,3,2.87881088053398,125.698259872927,146.972286943391,0.23829510246098
0.5,3,2.56200648115284,125.822192487425,147.151240432721,0.236439069089228
0.5,3,2.28006544433084,125.944793464053,147.341659828876,0.23446163572866
0.5,3,2.02915116283871,126.036230726431,147.482835057424,0.232993933659154
0.5,3,1.80584923642754,126.132526153305,147.623126655335,0.231534025657285
0.5,3,1.60712100923215,126.24766519569,147.792382608739,0.229770860116556
0.5,3,1.43026222024211,126.33757003545,147.928883724929,0.228347435068324
0.5,3,1.27286620416297,126.424826343824,148.063573760446,0.226941607822838
0.5,3,1.13279114191101,126.517081954621,148.211792106694,0.225393100190137
0.5,3,1.00813091509166,126.596111077722,148.343610009093,0.224014634122107
0.5,3,0.897189167854018,126.66382824761,148.452868167995,0.222871154405922
0.5,3,0.798456223159667,126.727563120275,148.557687512859,0.221773339383745
0.5,3,0.710588539345956,126.785725534278,148.654873292318,0.220754781473777
0.5,3,0.632390427432172,126.832690620763,148.734599704233,0.21991870952153
0.5,3,0.562797780380668,126.877740508803,148.812144315169,0.219105087550881
0.5,3,0.500863592903419,126.919414851534,148.884585018898,0.218344634217595
0.5,3,0.445745074769913,126.962675503923,148.95672589066,0.217586960600858
0.5,3,0.396692182256393,127.020192079741,149.048087299267,0.216626892788835
0.5,3,0.353037411674305,127.519727358952,149.805037860404,0.208649863972319
0.5,3,0.314186716089952,128.194479503472,150.859884371493,0.197466102963957
0.5,3,0.279611421631586,128.880721829583,151.924888733412,0.186095034839871
0.5,3,0.248841033382369,129.109360747166,152.293931072238,0.182136102175288
0.5,3,0.221456832962972,129.208313805058,152.458216866555,0.180370622870189
0.5,3,0.19708618068078,129.294566156512,152.60390953443,0.178803360042489
0.5,3,0.175397444710283,129.31711875315,152.644137103336,0.178370355427776
0.5,3,0.156095488301767,129.335667353731,152.678264694401,0.178002920744541
0.5,4,191.424686966137,129.235595860869,163.081967910552,0.0101816454186384
0.5,4,170.358981194669,127.457067245463,159.242193473423,0.0562435817154699
0.5,4,151.611492402856,125.856018776526,155.778171414327,0.0968563782274849
0.5,4,134.927107848544,124.375564022056,152.689430747178,0.13231604251698
0.5,4,120.078789172514,123.17315945314,149.966896415365,0.162982720891467
0.5,4,106.864482897849,122.121639353056,147.594153904326,0.189259389883471
0.5,4,95.1043709194795,121.261890753727,145.548984845388,0.211572112336801
0.5,4,84.6384235689963,120.574796825079,143.805019277758,0.23035277961074
0.5,4,75.324221957264,119.950318237242,142.333359423505,0.246024878769797
0.5,4,67.0350199616135,119.481358708023,141.104056965538,0.258992477002497
0.5,4,59.6580194854646,119.089210371824,140.087363228096,0.269632334946295
0.5,4,53.0928355203911,118.787719519162,139.254711122588,0.27828885928351
0.5,4,47.2501301234464,118.561632853194,138.579422587217,0.285271482259299
0.5,4,42.0503967211388,118.369602227394,138.03716154893,0.290854001534587
0.5,4,37.422878197064,118.201647829445,137.606168942569,0.295275412913239
0.5,4,33.3046040407098,118.093163866194,137.267323883977,0.298741804593639
0.5,4,29.6395334551121,118.031175565285,137.004075719001,0.30142893962792
0.5,4,26.3777927629127,118.002875296681,136.802287702177,0.303485220924135
0.5,4,23.4749967335658,117.977273053614,136.650026622379,0.305034801360206
0.5,4,20.8916445964251,117.962267318322,136.539029695441,0.306163343730463
0.5,4,18.5925825207576,117.968708299337,136.464340174754,0.306922220565807
0.5,4,16.5465252482005,117.98935908297,136.420621498708,0.307366227978202
0.5,4,14.7256303681142,118.014256195833,136.397908767386,0.307596842602512
0.5,4,13.1051194426401,118.039322464071,136.390342713592,0.307673656305667
0.5,4,11.6629408257962,118.059436792801,136.392615347638,0.307650584033879
0.5,4,10.3794695883078,118.079114274716,136.405320280236,0.307521593731498
0.5,4,9.23724046479941,118.099170783093,136.422326323994,0.307348916417325
0.5,4,8.22071018933821,118.115952433934,136.443441892141,0.307134481530565
0.5,4,7.31604598522883,118.157880058021,136.466917138348,0.30689604445172
0.5,4,6.51093733086481,118.172213000175,136.474127015355,0.306822805803346
0.5,4,5.79442844017649,118.179638714151,136.482603723928,0.306736693605022
0.5,4,5.15676917809721,118.196462666645,136.503621610796,0.306523156475968
0.5,4,4.58928238232991,118.22323126656,136.530158392179,0.306253501620775
0.5,4,4.08424578595065,118.240774537387,136.546568519962,0.306086723042402
0.5,4,3.63478693407114,118.259859168532,136.562673689294,0.305923024312969
0.5,4,3.23478966460367,118.293653474213,136.569934817724,0.305849213279423
0.5,4,2.87881088053398,118.323667579558,136.579457069441,0.305752411461878
0.5,4,2.56200648115284,118.352497994583,136.592617122284,0.305618617181092
0.5,4,2.28006544433084,118.377400023069,136.6057970898,0.305484607513487
0.5,4,2.02915116283871,118.400376913721,136.618312549423,0.30535734237958
0.5,4,1.80584923642754,118.414944621292,136.623487717449,0.305304714580392
0.5,4,1.60712100923215,118.426999969427,136.629651752228,0.305242028104298
0.5,4,1.43026222024211,118.44103300285,136.640870932625,0.305127924980385
0.5,4,1.27286620416297,118.454287693004,136.652239233511,0.305012295690472
0.5,4,1.13279114191101,118.465237396132,136.663171416571,0.304901093169969
0.5,4,1.00813091509166,118.474809460475,136.673714530845,0.304793839843187
0.5,4,0.897189167854018,118.483296690441,136.683778841359,0.304691449587636
0.5,4,0.798456223159667,118.492043671136,136.693345417893,0.304594116088401
0.5,4,0.710588539345956,118.499063952084,136.702249531787,0.304503516581244
0.5,4,0.632390427432172,118.506294975697,136.710388514875,0.304420697130256
0.5,4,0.562797780380668,118.511980083978,136.71802199932,0.304343016976096
0.5,4,0.500863592903419,118.516698887719,136.725017561823,0.304271824658674
0.5,4,0.445745074769913,118.520767139109,136.731414646488,0.304206719731446
0.5,4,0.396692182256393,118.524336540452,136.737251006079,0.304147318803504
0.5,4,0.353037411674305,118.527491781961,136.742561455022,0.304093268252321
0.5,4,0.314186716089952,118.531319693494,136.747418394901,0.304043831746999
0.5,4,0.279611421631586,118.533221519226,136.75176302541,0.303999608309803
0.5,4,0.248841033382369,118.538555961266,136.757515775828,0.303941049638643
0.5,4,0.221456832962972,118.54442099456,136.762706585941,0.303888208982852
0.5,4,0.19708618068078,118.550071662785,136.767149232878,0.303842982777203
0.5,4,0.175397444710283,118.555311669657,136.771047435995,0.30380329780689
0.5,4,0.156095488301767,118.560074784666,136.774508218174,0.303768064975548
0.5,5,191.424686966137,125.913093955777,163.346771323573,-0.00612296461277073
0.5,5,170.358981194669,123.934689138297,158.944905654456,0.047372360066354
0.5,5,151.611492402856,122.032245262249,154.96585273372,0.0944718135396334
0.5,5,134.927107848544,120.22070006287,151.413064966117,0.135516608918003
0.5,5,120.078789172514,118.591715010168,148.279687678866,0.170926034704235
0.5,5,106.864482897849,117.086136065713,145.549798187011,0.201172205092654
0.5,5,95.1043709194795,115.685708335497,143.200048742098,0.226756489291689
0.5,5,84.6384235689963,114.48269757232,141.201538485811,0.248188768065561
0.5,5,75.324221957264,113.440469776699,139.521734335898,0.265970211832961
0.5,5,67.0350199616135,112.545779066605,138.126281601232,0.280579856654708
0.5,5,59.6580194854646,111.810724319739,136.980584586796,0.292464910769697
0.5,5,53.0928355203911,111.270618672227,136.051085200222,0.30203447330873
0.5,5,47.2501301234464,110.783592620528,135.306213757583,0.309656189700627
0.5,5,42.0503967211388,110.430319273877,134.717023785709,0.315655294363993
0.5,5,37.422878197064,110.126084563659,134.257548308738,0.320315483197573
0.5,5,33.3046040407098,109.943162729969,133.904928822682,0.323881096728954
0.5,5,29.6395334551121,109.784674834239,133.639371957713,0.326560161350926
0.5,5,26.3777927629127,109.640982251146,133.443985654689,0.328527915764558
0.5,5,23.4749967335658,109.514114047197,133.304539460711,0.329930531298541
0.5,5,20.8916445964251,109.402693477853,133.209184647464,0.330888810693938
0.5,5,18.5925825207576,109.302195092719,133.14816092128,0.331501715960612
0.5,5,16.5465252482005,109.203846581678,133.098567210608,0.331999614481255
0.5,5,14.7256303681142,109.124303446779,133.082014171022,0.332165758256768
0.5,5,13.1051194426401,109.053793079906,133.077002999356,0.332216051589676
0.5,5,11.6629408257962,108.990340675135,133.082548306853,0.33216039742848
0.5,5,10.3794695883078,108.947378384554,133.09612544145,0.332024123952868
0.5,5,9.23724046479941,108.951905656669,133.129458084193,0.331689505807659
0.5,5,8.22071018933821,108.932857440402,133.170026742977,0.331282134038957
0.5,5,7.31604598522883,108.882052413888,133.228223762457,0.330697529660265
0.5,5,6.51093733086481,108.818039453017,133.303088621172,0.329945116818168
0.5,5,5.79442844017649,108.760868421615,133.383062328908,0.329140891674641
0.5,5,5.15676917809721,108.707873563813,133.448549585777,0.328481984811426
0.5,5,4.58928238232991,108.744059448146,133.595053729966,0.327006746977819
0.5,5,4.08424578595065,108.829495921086,133.817648397636,0.324762210120696
0.5,5,3.63478693407114,108.943701600002,134.069743652011,0.322215691261
0.5,5,3.23478966460367,109.016856247861,134.242629151184,0.320466532536808
0.5,5,2.87881088053398,109.079381428411,134.398827820354,0.318884263549704
0.5,5,2.56200648115284,109.127941940686,134.517875373522,0.317677094188196
0.5,5,2.28006544433084,109.180779803687,134.623759679527,0.316602505082595
0.5,5,2.02915116283871,109.240046062002,134.719899367772,0.31562607889727
0.5,5,1.80584923642754,109.30248834826,134.80273755052,0.314784188099732
0.5,5,1.60712100923215,109.362705400843,134.878871324812,0.31400997833767
0.5,5,1.43026222024211,109.413144281003,134.950971912067,0.313276379329551
0.5,5,1.27286620416297,109.445770386981,135.030295924444,0.31246883149211
0.5,5,1.13279114191101,109.459515103893,135.079952715771,0.311963065448172
0.5,5,1.00813091509166,109.464002980985,135.12084392288,0.311546439314308
0.5,5,0.897189167854018,109.47003194834,135.158164205449,0.311166086011188
0.5,5,0.798456223159667,109.46738965008,135.183188700771,0.310910987594608
0.5,5,0.710588539345956,109.460201877392,135.197814933857,0.310761866659548
0.5,5,0.632390427432172,109.448091538864,135.203526819096,0.310703627075057
0.5,5,0.562797780380668,109.43624866799,135.205489781507,0.310683611728941
0.5,5,0.500863592903419,109.419606093068,135.201381418812,0.310725502316568
0.5,5,0.445745074769913,109.405829726358,135.198132116178,0.310758632666343
0.5,5,0.396692182256393,109.393795833053,135.193277386586,0.310808130693176
0.5,5,0.353037411674305,109.376944248349,135.183203594974,0.310910835749816
0.5,5,0.314186716089952,109.356478235769,135.168353271236,0.311062224899144
0.5,5,0.279611421631586,109.333190640977,135.149369928867,0.311255723199063
0.5,5,0.248841033382369,109.307592046506,135.126828549076,0.311485453483601
0.5,5,0.221456832962972,109.280044389446,135.101228650167,0.311746308168878
0.5,5,0.19708618068078,109.263121054067,135.085542038283,0.311906125246277
0.5,5,0.175397444710283,109.231576365037,135.055358566742,0.312213585856141
0.5,5,0.156095488301767,109.212005450858,135.036213241911,0.312408571988036
0.75,1,127.616457977424,125.986752697129,159.137443318165,0.109754152064719
0.75,1,113.572654129779,123.277383947126,154.108685120768,0.165128888158721
0.75,1,101.074328268571,120.856805034537,149.782679701464,0.211342575594068
0.75,1,89.9514052323629,118.718961292109,146.088106633202,0.249769139345496
0.75,1,80.0525261150093,116.768559314605,142.953608003937,0.281617993569129
0.75,1,71.2429885985663,115.019818154439,140.310016724891,0.307941899042502
0.75,1,63.4029139463197,113.470726298533,138.092077512306,0.329648276008646
0.75,1,56.4256157126642,112.093289528628,136.239641405983,0.347512512770203
0.75,1,50.2161479715093,111.236119077768,134.698368277492,0.362192130515016
0.75,1,44.6900133077423,110.556798883755,133.420008504605,0.37424096063773
0.75,1,39.7720129903098,110.163727467386,132.362353352039,0.384122746757047
0.75,1,35.3952236802607,109.916222325944,131.488946288187,0.392223793566968
0.75,1,31.5000867489642,109.693641558461,130.76863922399,0.398864448848269
0.75,1,28.0335978140925,109.493695926278,130.175063428345,0.40430932753139
0.75,1,24.9485854647093,109.314261495023,129.686068684228,0.408776273725409
0.75,1,22.2030693604732,109.153377310411,129.28316881423,0.412444114796121
0.75,1,19.7596889700747,109.064319897347,129.088734032343,0.414210089363641
0.75,1,17.5851951752752,109.164151046901,129.270868320707,0.412555914090863
0.75,1,15.6499978223772,109.440732314478,129.475203115587,0.410697333940065
0.75,1,13.9277630642834,109.68819061422,129.690881539062,0.408732390418621
0.75,1,12.3950550138384,109.527574043797,129.413494235834,0.411258932462628
0.75,1,11.0310168321337,109.352917596799,129.18546629964,0.413331840499604
0.75,1,9.81708691207616,109.20397599571,129.094174494238,0.414160711935487
0.75,1,8.73674629509341,109.250837349237,129.162442574942,0.413540936506
0.75,1,7.77529388386414,109.495734202447,129.396119095394,0.411417011372167
0.75,1,6.91964639220518,109.973201849254,129.764159294163,0.408064047312428
0.75,1,6.15816030986628,110.418446333798,130.216520671456,0.403929844321123
0.75,1,5.4804734595588,110.807378738792,130.702518514006,0.399472200995619
0.75,1,4.87736399015255,111.255010993121,131.224274098938,0.394668098823336
0.75,1,4.3406248872432,111.797570238332,131.751338730938,0.389795680652367
0.75,1,3.86295229345099,112.277816835271,132.262957464224,0.385047370416932
0.75,1,3.43784611873147,112.700263766508,132.759576950151,0.380420665916523
0.75,1,3.05952158821994,113.00499122301,133.233441887356,0.375989785620341
0.75,1,2.7228305239671,113.320785298832,133.683048175116,0.371771140577021
0.75,1,2.42319128938076,113.661944839459,134.11117095116,0.36774086507795
0.75,1,2.15652644306912,113.971904837228,134.49893258406,0.364079421183178
0.75,1,1.91920725368932,114.347713126256,134.961931269431,0.359693703624904
0.75,1,1.70800432076856,114.699750748821,135.418294763968,0.355356088369145
0.75,1,1.52004362955389,115.023641667043,135.864325942809,0.351102530023592
0.75,1,1.35276744189247,115.313118958906,136.283227080012,0.347094959468675
0.75,1,1.2038994909517,115.57125532156,136.672711201736,0.343357749417481
0.75,1,1.07141400615477,115.847697740506,137.096098970014,0.339283125975486
0.75,1,0.953508146828073,116.118799571279,137.525126501159,0.335141370386916
0.75,1,0.848577469441978,116.362721701896,137.923479128152,0.331284158755871
0.75,1,0.755194094607342,116.570334776476,138.270801659931,0.327911962488619
0.75,1,0.672087276727772,116.763693771873,138.602329942071,0.324685202968583
0.75,1,0.598126111902678,116.937500871115,138.906511717368,0.321717808937311
0.75,1,0.532304148773111,117.084246666795,139.165341007049,0.319187720773866
0.75,1,0.473725692897304,117.277720338639,139.437444608856,0.316522796032689
0.75,1,0.421593618288114,117.465531673638,139.697471002768,0.313971288817931
0.75,1,0.375198520253778,117.634695355162,139.935155404073,0.311634853693337
0.75,1,0.333909061935612,117.769872385758,140.125613326017,0.309759787853079
0.75,1,0.297163383179942,117.901198674285,140.313664845129,0.307905910963466
0.75,1,0.264461454837596,118.021583297058,140.48814264102,0.306183624971949
0.75,1,0.235358274449537,118.112669030019,140.619754364843,0.304883057680539
0.75,1,0.209457810726634,118.203786070981,140.753123535178,0.303563881241629
0.75,1,0.186407614421057,118.289264551875,140.879559206971,0.302312130444932
0.75,1,0.165894022254913,118.367275059593,140.995887552275,0.301159452450943
0.75,1,0.147637888641981,118.437582824021,141.1014079791,0.300113045379849
0.75,1,0.13139078712052,118.483856148937,141.170084693028,0.299431583243493
0.75,1,0.116931629806855,118.549644039593,141.269997771023,0.298439578218913
0.75,1,0.104063658867845,118.589395452636,141.329826960653,0.297845217345065
0.75,2,127.616457977424,119.895053578549,147.07273113657,0.0597067108888376
0.75,2,113.572654129779,118.741013463729,144.516880337642,0.0921038429959231
0.75,2,101.074328268571,117.813447788735,142.443751591198,0.117964980035222
0.75,2,89.9514052323629,117.289349656706,140.785592900761,0.13838063703135
0.75,2,80.0525261150093,116.831902844657,139.478855202446,0.154301091192999
0.75,2,71.2429885985663,116.457392357928,138.465566535418,0.166544156597371
0.75,2,63.4029139463197,116.126879914886,137.694086380939,0.175805713702723
0.75,2,56.4256157126642,115.827297339356,137.119348479374,0.182671761465679
0.75,2,50.2161479715093,115.556258698093,136.702718406895,0.187631035199738
0.75,2,44.6900133077423,115.311459891096,136.41158833092,0.191087487327965
0.75,2,39.7720129903098,115.090699039117,136.218814398356,0.193372147516853
0.75,2,35.3952236802607,114.891890611331,136.102079705653,0.194754058061108
0.75,2,31.5000867489642,114.713074306785,136.043243041087,0.195450120087139
0.75,2,28.0335978140925,114.552419639237,136.027713582515,0.19563378978857
0.75,2,24.9485854647093,114.414392745044,136.043875720832,0.195442636825424
0.75,2,22.2030693604732,114.29780586544,136.082576274036,0.194984825054966
0.75,2,19.7596889700747,114.19334452197,136.136678075631,0.194344604535651
0.75,2,17.5851951752752,114.108440399525,136.200913284744,0.193584138615318
0.75,2,15.6499978223772,114.012527360049,136.285915424664,0.192577266309842
0.75,2,13.9277630642834,113.926745447052,136.373933026743,0.191534013066633
0.75,2,12.3950550138384,113.825412436425,136.445011643206,0.190691042303389
0.75,2,11.0310168321337,113.646318551523,136.444203696811,0.190700626769851
0.75,2,9.81708691207616,113.722299914272,136.341398854941,0.191919711905982
0.75,2,8.73674629509341,113.784947452813,136.322318203552,0.192145873871396
0.75,2,7.77529388386414,113.806831251372,136.346957040962,0.191853825063838
0.75,2,6.91964639220518,113.892429496518,136.422210368937,0.190961506330343
0.75,2,6.15816030986628,113.989908380009,136.525603174124,0.189734719909723
0.75,2,5.4804734595588,114.055630312703,136.634982937178,0.188435884751561
0.75,2,4.87736399015255,114.196110253216,136.759582310952,0.186955056270953
0.75,2,4.3406248872432,114.329614547891,136.879226197832,0.185531852039996
0.75,2,3.86295229345099,114.448442443023,137.00692617337,0.184011444863256
0.75,2,3.43784611873147,114.554296532941,137.137005586293,0.182461250236571
0.75,2,3.05952158821994,114.649136802449,137.26595424392,0.180923079166544
0.75,2,2.7228305239671,114.741089869841,137.395658850848,0.179374432328523
0.75,2,2.42319128938076,114.852833847293,137.539823535337,0.177651418750049
0.75,2,2.15652644306912,114.996578951197,137.731538771719,0.175357295832216
0.75,2,1.91920725368932,115.179318610106,137.920410432695,0.173094075222402
0.75,2,1.70800432076856,115.389317749491,138.101229312154,0.170924443975066
0.75,2,1.52004362955389,115.576624195277,138.271791236187,0.168875279805709
0.75,2,1.35276744189247,115.741578728208,138.429338162285,0.166980233232692
0.75,2,1.2038994909517,115.890193480603,138.576950649921,0.165202724471573
0.75,2,1.07141400615477,116.022860339711,138.713354623106,0.163558501435789
0.75,2,0.953508146828073,116.141081467078,138.83859185895,0.162047458611264
0.75,2,0.848577469441978,116.257860294316,138.985035024937,0.160278827306016
0.75,2,0.755194094607342,116.357578777675,139.11592596357,0.158696446182307
0.75,2,0.672087276727772,116.52452594007,139.309514695279,0.15635336135293
0.75,2,0.598126111902678,116.713559152413,139.51969180697,0.15380581142488
0.75,2,0.532304148773111,116.889208200344,139.723994164444,0.151325788120022
0.75,2,0.473725692897304,117.375006985658,140.300226535301,0.144311359969757
0.75,2,0.421593618288114,117.802752849209,140.856847801436,0.137508244658112
0.75,2,0.375198520253778,119.347691326674,143.018622823133,0.110831220407486
0.75,2,0.333909061935612,120.929933727631,145.482283732382,0.0799334503576028
0.75,2,0.297163383179942,122.409298325053,147.999592511525,0.0478177942266063
0.75,2,0.264461454837596,123.823917418763,150.577234510762,0.0143615088655743
0.75,2,0.235358274449537,125.239534877978,153.118765423893,-0.0191916559474712
0.75,2,0.209457810726634,126.647595603599,155.456249422025,-0.05054677303862
0.75,2,0.186407614421057,127.986475091765,157.705732415441,-0.0811699870087004
0.75,2,0.165894022254913,129.25432090413,159.824734000969,-0.110419302361239
0.75,2,0.147637888641981,130.461002549002,161.757882475982,-0.137443748224515
0.75,2,0.13139078712052,131.699155361435,163.532286706829,-0.162535011338152
0.75,2,0.116931629806855,132.917043201085,165.282467101128,-0.187551890589843
0.75,2,0.104063658867845,133.892445775452,166.687776928215,-0.207831998559066
0.75,3,127.616457977424,133.521494391348,165.004727393468,0.0399173579716378
0.75,3,113.572654129779,131.39830960294,161.150100655583,0.0842498337334207
0.75,3,101.074328268571,129.470333764432,157.912305427584,0.120678297638515
0.75,3,89.9514052323629,127.884383229188,155.218010942371,0.150428232758002
0.75,3,80.0525261150093,126.791606937301,152.995950354249,0.174578617155216
0.75,3,71.2429885985663,126.013430068243,151.17895314811,0.194067793372888
0.75,3,63.4029139463197,125.474305725598,149.705336082121,0.209702869419486
0.75,3,56.4256157126642,125.026594522257,148.519702665478,0.222171259440389
0.75,3,50.2161479715093,124.695242095039,147.573245724788,0.232053257605902
0.75,3,44.6900133077423,124.420196026953,146.823667099329,0.239834810778856
0.75,3,39.7720129903098,124.282900717238,146.234828136283,0.245919896471298
0.75,3,35.3952236802607,124.163979612675,145.776231516129,0.250642114053727
0.75,3,31.5000867489642,124.056974413053,145.422415622471,0.254275257411815
0.75,3,28.0335978140925,123.973461506081,145.152322112259,0.257042758801134
0.75,3,24.9485854647093,123.926392118534,144.948678583585,0.25912598143098
0.75,3,22.2030693604732,123.887194148236,144.797422738269,0.260671398170349
0.75,3,19.7596889700747,123.891114972679,144.687182560798,0.261796731600793
