"Alpha","Fold","Lambda","MAE","RMSE","R2"
0.25,4,33.093050496401,118.048604461397,136.846641305037,0.303033504093646
0.25,4,29.4512607362285,118.055850694175,136.709429719155,0.304430453757046
0.25,4,26.2102388852802,118.067595915558,136.609249189473,0.305449505538261
0.25,4,23.3258816515924,118.085152835766,136.537312376794,0.306180797071642
0.25,4,20.7589391766155,118.101456883632,136.491989490112,0.306641340338692
0.25,4,18.4744809295988,118.110073414589,136.463417030444,0.306931597501114
0.25,4,16.4414203786764,118.104721997099,136.432917887077,0.307241360086482
0.25,4,14.6320919704577,118.133810637457,136.423755492897,0.307334403828349
0.25,4,13.0218746617296,118.146316974791,136.413027383133,0.307443339406891
0.25,4,11.588856880353,118.158923252067,136.412332508996,0.307450395015814
0.25,4,10.3135383561944,118.174120658283,136.422334623308,0.307348832141845
0.25,4,9.17856476465982,118.191384484157,136.437034370859,0.307199555325993
0.25,4,8.1684915719013,118.208785443786,136.453814028561,0.307029137239484
0.25,4,7.26957386814228,118.229505246382,136.470346949345,0.306861204572693
0.25,4,6.46957932920735,118.260998536775,136.481018376395,0.306752799055225
0.25,4,5.75762176106797,118.289238210763,136.494839931439,0.306612380414783
0.25,4,5.12401296230569,118.316846161908,136.512865233748,0.306429232879907
0.25,4,4.56013088866168,118.340754861935,136.531179575812,0.306243123763931
0.25,4,4.05830232567741,118.366403008549,136.550184583858,0.3060499697501
0.25,4,3.61169847285509,118.385248745259,136.561802169733,0.305931883245132
0.25,4,3.21424201846431,118.400690312262,136.572744298266,0.305820653213241
0.25,4,2.86052444048422,118.416835166878,136.587617114309,0.305669452269834
0.25,4,2.54573240832593,118.433689856526,136.604028562208,0.305502590083925
0.25,4,2.26558228382203,118.44719216955,136.619133878073,0.305348990181104
0.25,4,2.01626183018332,118.458954716264,136.633564790502,0.305202232153257
0.25,4,1.79437833570804,118.46933457268,136.647252625179,0.305063016677757
0.25,4,1.59691244631933,118.479456879229,136.66018952249,0.304931425975536
0.25,4,1.42117707869191,118.487745586342,136.672207833767,0.304809167725659
0.25,4,1.26478085486434,118.495113643991,136.683320149629,0.304696116297164
0.25,4,1.12559556076134,118.502699455209,136.69343312795,0.30459322366589
0.25,4,1.00172718580684,118.50878262447,136.702860546547,0.304497299279509
0.25,4,0.891490149539825,118.513883111748,136.711469409271,0.304409697955273
